Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
Male,77,Yes,0,1,29,Offer C,Yes,37.65,Yes,Yes,DSL,9,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,51.6,1442,0,0,1091.85,2533.85
Female,54,No,0,0,1,Offer E,Yes,29.78,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,69.55,69.55,0,0,29.78,99.33
Female,19,Yes,0,1,67,None,No,,,Yes,DSL,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,59.55,4103.9,0,0,0,4103.9
Male,55,No,0,0,10,Offer D,Yes,12.78,No,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,863.1,0,0,127.8,990.9
Female,25,Yes,1,7,56,None,Yes,7.31,Yes,Yes,DSL,76,Yes,Yes,No,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,68.75,3815.4,0,110,409.36,4334.76
Male,60,Yes,0,7,29,None,Yes,32.46,No,Yes,DSL,7,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,75.55,2054.4,0,0,941.34,2995.74
Female,72,No,0,0,7,None,Yes,16.36,No,Yes,Fiber Optic,28,No,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.15,574.35,0,0,114.52,688.87
Male,37,No,0,0,69,None,No,,,Yes,DSL,19,No,Yes,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,35.75,2492.25,0,150,0,2642.25
Male,55,Yes,2,1,4,Offer E,Yes,16.68,Yes,No,,,,,,,,,,,One Year,No,Credit Card,24.1,73.1,0,0,66.72,139.82
Female,23,No,0,0,9,None,Yes,13.86,No,Yes,Fiber Optic,76,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,74.25,639.65,0,0,124.74,764.39
Female,74,No,0,0,35,None,Yes,32.92,Yes,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,110.8,3836.3,0,110,1152.2,5098.5
Male,67,No,0,0,71,None,Yes,34.8,Yes,Yes,Fiber Optic,21,No,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,106.8,7623.2,0,0,2470.8,10094
Female,44,Yes,0,9,58,None,Yes,36.45,Yes,No,,,,,,,,,,,One Year,Yes,Credit Card,24.5,1497.9,9.22,0,2114.1,3602.78
Male,49,Yes,0,3,9,None,Yes,22.41,Yes,Yes,Fiber Optic,21,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.05,801.3,0,0,201.69,1002.99
Female,23,No,0,0,12,Offer D,Yes,49.25,Yes,Yes,DSL,47,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.85,854.45,0,0,591,1445.45
Male,52,No,0,0,22,None,Yes,46.28,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,94.65,2104.55,0,40,1018.16,3162.71
Female,73,Yes,0,3,47,None,Yes,2.98,Yes,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,-5,4747.2,0,140,140.06,5027.26
Female,28,No,1,0,67,None,Yes,12.54,Yes,Yes,Fiber Optic,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104,7039.05,0,0,840.18,7879.23
Female,24,No,0,0,5,None,Yes,43.02,No,Yes,DSL,42,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.55,244.75,0,0,215.1,459.85
Female,31,No,0,0,4,Offer E,Yes,7.94,Yes,Yes,Fiber Optic,3,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,100.85,399.25,0,10,31.76,441.01
Male,47,Yes,0,1,52,None,No,,,Yes,DSL,26,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,39.9,2020.9,0,0,0,2020.9
Male,32,Yes,0,7,28,Offer C,Yes,28.86,No,Yes,Cable,24,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,60.9,1785.65,0,0,808.08,2593.73
Female,66,Yes,1,1,55,None,Yes,34.57,Yes,Yes,Cable,19,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,76.25,4154.55,0,0,1901.35,6055.9
Male,55,No,0,0,2,Offer E,Yes,27.17,Yes,Yes,Fiber Optic,23,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,90.75,174.75,0,0,54.34,229.09
Female,63,No,0,0,50,Offer B,Yes,29.8,No,Yes,Fiber Optic,26,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.7,4304.5,0,0,1490,5794.5
Male,54,No,0,0,51,None,Yes,42.93,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,81,4085.75,0,10,2189.43,6285.18
Female,53,Yes,0,0,72,Offer A,No,,,Yes,DSL,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,64.45,4528,0,0,0,4528
Male,31,No,0,0,51,None,No,,,Yes,DSL,2,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,44.45,2181.55,0,0,0,2181.55
Male,41,Yes,3,1,31,None,No,,,Yes,DSL,23,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,35.4,1077.5,0,0,0,1077.5
Female,73,No,0,0,3,None,Yes,18.38,No,Yes,Fiber Optic,20,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.85,220.95,0,0,55.14,276.09
Female,57,No,0,0,5,None,Yes,6.17,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.85,108.05,0,0,30.85,138.9
Male,46,No,0,0,52,None,Yes,48.13,No,Yes,Fiber Optic,12,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.35,4338.6,0,90,2502.76,6931.36
Male,33,Yes,0,0,5,Offer E,Yes,25.11,Yes,Yes,Fiber Optic,26,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.3,416.3,0,0,125.55,541.85
Female,71,No,0,0,8,Offer E,Yes,42.93,No,Yes,Fiber Optic,9,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.1,729.95,0,0,343.44,1073.39
Male,45,No,0,0,1,None,Yes,45.28,No,Yes,DSL,2,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,44.6,44.6,0,0,45.28,89.88
Male,76,Yes,0,1,13,Offer D,Yes,1.47,No,Yes,Fiber Optic,5,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.05,1169.35,0,0,19.11,1188.46
Female,24,No,0,0,63,None,Yes,37.76,Yes,Yes,Fiber Optic,48,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,97.45,6253,0,0,2378.88,8631.88
Female,74,No,0,0,8,None,Yes,27.95,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,-5,164.3,0,0,223.6,387.9
Male,34,No,0,0,51,Offer B,Yes,29.33,No,No,,,,,,,,,,,One Year,No,Bank Withdrawal,19.1,1007.8,0,0,1495.83,2503.63
Male,21,No,0,0,35,None,Yes,39.84,Yes,No,,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,25.6,901.25,0,0,1394.4,2295.65
Female,55,Yes,0,9,46,Offer B,Yes,35.46,Yes,No,,,,,,,,,,,One Year,Yes,Bank Withdrawal,24.45,1066.15,0,0,1631.16,2697.31
Female,49,Yes,0,1,41,None,Yes,32.02,No,Yes,DSL,28,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,66.5,2728.6,0,0,1312.82,4041.42
Male,35,Yes,0,9,54,Offer B,Yes,49.9,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,109.55,6118.95,0,0,2694.6,8813.55
Male,73,No,0,0,67,None,Yes,14.69,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.1,1672.15,0,0,984.23,2656.38
Male,35,No,0,0,12,Offer D,No,,,Yes,Cable,6,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,34,442.45,0,0,0,442.45
Male,30,Yes,0,9,70,None,Yes,9.28,Yes,Yes,Fiber Optic,51,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,88,5986.45,0,0,649.6,6636.05
Female,46,Yes,1,6,10,Offer D,Yes,19.05,No,No,,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,19.8,196.75,0,0,190.5,387.25
Female,30,No,0,0,21,Offer D,Yes,6.49,No,Yes,Fiber Optic,73,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.05,1862.9,0,30,136.29,2029.19
Male,46,No,0,0,31,None,Yes,34.38,No,Yes,Fiber Optic,20,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.45,2435.15,0,40,1065.78,3540.93
Female,68,Yes,0,1,3,Offer E,Yes,25.77,No,Yes,Fiber Optic,2,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,88.3,273.75,0,0,77.31,351.06
Male,62,Yes,2,4,63,Offer B,Yes,48.62,Yes,Yes,Fiber Optic,28,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,91.35,5764.7,18.78,0,3063.06,8808.98
Female,55,No,0,0,36,Offer C,Yes,29.27,Yes,Yes,DSL,9,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,70.7,2511.95,0,60,1053.72,3625.67
Female,73,No,0,0,46,None,Yes,6.13,No,Yes,Fiber Optic,30,No,Yes,No,No,Yes,Yes,No,Yes,One Year,No,Credit Card,95.25,4424.2,0,0,281.98,4706.18
Male,36,Yes,0,4,57,None,Yes,31.79,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.05,5925.75,0,0,1812.03,7737.78
Female,32,Yes,0,1,57,Offer B,Yes,48,No,Yes,Cable,24,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.35,4124.65,0,0,2736,6860.65
Male,29,No,0,0,26,Offer C,Yes,24.67,Yes,Yes,Cable,59,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,51.55,1295.4,0,0,641.42,1936.82
Female,21,Yes,0,6,10,None,Yes,9.41,No,Yes,Cable,69,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,55.2,528.35,0,0,94.1,622.45
Male,25,No,0,0,63,Offer B,Yes,22.73,Yes,Yes,Fiber Optic,73,No,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,105.4,6713.2,0,130,1431.99,8275.19
Male,43,Yes,0,1,5,None,Yes,39.36,No,Yes,Fiber Optic,24,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.45,498.1,0,0,196.8,694.9
Male,27,Yes,1,1,72,Offer A,Yes,35.33,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,24.75,1769.6,0,0,2543.76,4313.36
Female,80,No,0,0,1,Offer E,Yes,15.24,No,Yes,DSL,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.1,45.1,0,0,15.24,60.34
Female,22,Yes,3,6,54,None,Yes,8.53,Yes,Yes,Cable,73,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,60,3273.95,0,0,460.62,3734.57
Female,35,Yes,5,2,59,None,Yes,48.07,Yes,Yes,Fiber Optic,53,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.65,5580.8,0,0,2836.13,8416.93
Female,40,No,0,0,1,None,No,,,Yes,Cable,2,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.25,25.25,0,0,0,25.25
Male,23,Yes,3,1,69,None,Yes,33.09,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,24.45,1718.2,0,0,2283.21,4001.41
Male,62,No,0,0,2,None,Yes,32.03,No,No,,,,,,,,,,,Month-to-Month,No,Mailed Check,20.35,33.2,0,0,64.06,97.26
Female,58,No,0,0,12,None,No,,,Yes,DSL,19,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,33.6,435.45,0,0,0,435.45
Male,72,Yes,0,9,67,Offer A,Yes,48.68,Yes,Yes,Fiber Optic,17,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,102.9,6989.7,0,0,3261.56,10251.26
Female,66,No,0,0,1,Offer E,Yes,26.22,No,Yes,Cable,22,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.8,55.8,0,0,26.22,82.02
Female,27,No,3,0,28,None,Yes,26.09,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.25,535.35,0,0,730.52,1265.87
Male,80,No,0,0,2,Offer E,Yes,26.62,No,Yes,DSL,11,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.95,85.15,0,0,53.24,138.39
Female,41,No,0,0,4,Offer E,Yes,36.91,No,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,317.25,0,0,147.64,464.89
Male,41,No,0,0,1,Offer E,Yes,23.16,No,No,,,,,,,,,,,Month-to-Month,No,Mailed Check,20.25,20.25,0,0,23.16,43.41
Female,60,No,0,0,33,None,Yes,36.5,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.7,826.1,0,0,1204.5,2030.6
Female,41,Yes,0,3,61,None,Yes,27.63,Yes,Yes,Fiber Optic,29,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.35,6751.35,0,0,1685.43,8436.78
Female,55,No,0,0,21,Offer D,Yes,30.88,No,Yes,DSL,15,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Mailed Check,64.85,1336.8,0,0,648.48,1985.28
Male,71,No,0,0,2,Offer E,Yes,37.97,No,Yes,DSL,9,No,No,Yes,No,No,No,No,Yes,Two Year,No,Mailed Check,49.95,107.1,0,0,75.94,183.04
Male,41,No,0,0,8,Offer E,Yes,30.8,No,Yes,DSL,27,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,66.65,520.95,0,0,246.4,767.35
Female,47,Yes,2,8,68,None,Yes,20.15,Yes,Yes,DSL,16,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,73,5163,0,0,1370.2,6533.2
Male,42,No,0,0,4,Offer E,Yes,12.24,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.05,368.1,0,30,48.96,447.06
Male,49,No,0,0,6,None,Yes,6.32,Yes,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,469.8,0,0,37.92,507.72
Female,37,Yes,0,4,72,None,Yes,12.58,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,25.65,1887,0,0,905.76,2792.76
Male,22,No,0,0,1,None,Yes,26.37,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.2,19.2,0,0,26.37,45.57
Male,25,No,0,0,2,None,Yes,37.7,No,Yes,Fiber Optic,73,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.95,174.45,0,0,75.4,249.85
Female,34,No,0,0,2,Offer E,No,,,Yes,DSL,5,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.5,46.4,0,0,0,46.4
Female,45,Yes,0,1,5,None,Yes,9.23,No,Yes,Fiber Optic,25,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,99.15,465.05,0,0,46.15,511.2
Male,45,Yes,0,10,2,None,Yes,34.38,No,No,,,,,,,,,,,Month-to-Month,No,Mailed Check,20,38,0,0,68.76,106.76
Male,58,No,0,0,1,Offer E,Yes,44.75,No,Yes,Cable,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,45.85,0,0,44.75,90.6
Male,66,Yes,0,4,61,Offer B,Yes,26.55,Yes,Yes,Fiber Optic,2,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,82.15,4904.85,0,0,1619.55,6524.4
Female,70,Yes,0,1,35,None,Yes,45.13,Yes,Yes,Fiber Optic,10,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,102.05,3452.55,0,0,1579.55,5032.1
Male,77,Yes,0,1,30,Offer C,Yes,6.23,No,Yes,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.65,2365.15,0,0,186.9,2552.05
Female,80,Yes,0,1,17,Offer D,Yes,36.82,Yes,Yes,Fiber Optic,6,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,1463.45,0,0,625.94,2089.39
Female,44,No,0,0,6,Offer E,Yes,17.18,No,Yes,DSL,22,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.25,389.1,0,0,103.08,492.18
Male,70,Yes,3,4,60,None,Yes,19.68,Yes,Yes,Fiber Optic,53,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,93.25,5774.55,0,0,1180.8,6955.35
Male,24,No,0,0,68,Offer A,Yes,21.74,Yes,Yes,Fiber Optic,73,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,108.45,7176.55,9.68,0,1478.32,8645.19
Female,22,Yes,0,3,52,None,No,,,Yes,DSL,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,66.25,3330.1,0,0,0,3330.1
Female,47,Yes,3,0,1,None,Yes,34.57,No,No,,,,,,,,,,,Month-to-Month,Yes,Mailed Check,20.5,20.5,0,0,34.57,55.07
Female,22,No,1,0,5,None,Yes,40.03,No,Yes,DSL,52,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,51,286.8,0,0,200.15,486.95
Female,25,No,0,0,6,Offer E,No,,,Yes,Cable,52,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,45,298.7,0,0,0,298.7
Female,38,No,1,0,1,None,Yes,5.36,No,Yes,Fiber Optic,19,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.35,89.35,0,0,5.36,94.71
Female,33,No,0,0,66,None,Yes,31.93,Yes,Yes,Fiber Optic,15,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,88.9,6000.1,0,0,2107.38,8107.48
Male,56,No,0,0,1,None,Yes,4.8,No,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35,74.35,0,0,4.8,79.15
Male,48,Yes,2,0,72,Offer A,Yes,8.53,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,19.95,1322.85,0,0,614.16,1937.01
Female,34,No,0,0,8,None,Yes,36.39,No,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.1,679.3,0,0,291.12,970.42
Male,51,Yes,3,3,24,Offer C,Yes,45.68,Yes,Yes,Cable,26,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,81,1923.85,0,0,1096.32,3020.17
Male,36,Yes,0,10,8,Offer E,Yes,19,No,Yes,Cable,8,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.75,445.85,0,0,152,597.85
Male,69,Yes,0,2,38,Offer C,No,,,Yes,Cable,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.85,955.75,0,0,0,955.75
Male,39,No,0,0,68,None,Yes,32.67,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,117.2,8035.95,0,0,2221.56,10257.51
Female,55,No,0,0,9,Offer E,Yes,16.48,Yes,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.75,706.6,0,0,148.32,854.92
Male,67,No,0,0,19,None,Yes,16.78,Yes,Yes,Fiber Optic,15,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,1471.75,0,0,318.82,1790.57
Male,40,No,0,0,9,Offer E,Yes,27.53,No,Yes,Cable,11,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,64.95,547.8,0,0,247.77,795.57
Female,63,Yes,0,1,7,Offer E,Yes,44.66,No,Yes,Fiber Optic,26,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.25,587.1,0,0,312.62,899.72
Male,54,Yes,0,1,40,Offer B,Yes,22.56,Yes,Yes,Cable,4,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.3,4113.1,0,0,902.4,5015.5
Male,33,Yes,0,1,3,None,Yes,43.27,Yes,Yes,Fiber Optic,17,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.65,251.75,0,0,129.81,381.56
Male,63,No,2,0,1,None,Yes,29.1,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.85,19.85,0,0,29.1,48.95
Female,76,Yes,3,2,28,None,No,,,Yes,DSL,21,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,39.1,1096.6,0,0,0,1096.6
Male,25,No,0,0,7,Offer E,Yes,8.95,No,Yes,Fiber Optic,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,521.35,0,0,62.65,584
Male,56,Yes,0,1,72,Offer A,Yes,29.29,Yes,Yes,DSL,30,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,82.3,5980.55,0,140,2108.88,8229.43
Female,56,No,3,0,7,Offer E,Yes,49.66,No,No,,,,,,,,,,,One Year,No,Credit Card,20.05,96.8,0,0,347.62,444.42
Female,42,Yes,1,10,65,Offer B,Yes,1.83,Yes,Yes,Cable,13,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,79.4,5071.9,0,0,118.95,5190.85
Female,78,Yes,1,8,56,Offer B,Yes,5.93,No,Yes,DSL,19,Yes,No,No,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,72.6,4084.35,0,140,332.08,4556.43
Male,59,Yes,0,1,15,None,Yes,18.6,Yes,Yes,Fiber Optic,13,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,103.45,1539.8,0,140,279,1958.8
Female,57,No,0,0,56,Offer B,Yes,13.89,No,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,19.55,1080.55,0,0,777.84,1858.39
Male,43,No,0,0,9,Offer E,Yes,34.34,Yes,Yes,Fiber Optic,6,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.15,784.45,0,50,309.06,1143.51
Male,25,Yes,0,1,16,None,Yes,25.83,Yes,Yes,Fiber Optic,46,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.4,1189.4,0,0,413.28,1602.68
Male,23,Yes,2,8,69,Offer A,Yes,26.44,No,No,,,,,,,,,,,One Year,Yes,Credit Card,20.55,1403.1,0,0,1824.36,3227.46
Female,46,Yes,0,8,68,Offer A,Yes,23.14,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.9,7843.55,0,0,1573.52,9417.07
Male,74,Yes,2,3,50,None,Yes,32.9,Yes,Yes,DSL,18,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.15,3822.45,0,0,1645,5467.45
Male,27,Yes,0,1,53,Offer B,Yes,31.24,Yes,Yes,Fiber Optic,73,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.9,5029.2,0,0,1655.72,6684.92
Male,53,No,0,0,10,Offer D,No,,,Yes,DSL,22,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,35.75,389.8,0,0,0,389.8
Female,24,No,2,0,26,None,No,,,Yes,DSL,27,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,29.8,786.5,10.28,0,0,776.22
Female,63,No,0,0,16,None,Yes,40.95,No,No,,,,,,,,,,,One Year,No,Credit Card,19.35,295.55,0,0,655.2,950.75
Female,46,Yes,0,8,70,None,No,,,Yes,Cable,26,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,49.85,3370.2,0,0,0,3370.2
Male,61,Yes,0,2,72,Offer A,Yes,34.29,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.4,1710.9,0,0,2468.88,4179.78
Female,64,No,0,0,12,None,Yes,34.92,No,Yes,Cable,23,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.9,1120.95,0,0,419.04,1539.99
Male,35,No,3,0,17,None,Yes,45.61,No,Yes,DSL,53,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.3,846.8,0,0,775.37,1622.17
Male,61,No,0,0,1,Offer E,Yes,43.03,No,Yes,DSL,3,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.75,50.75,0,0,43.03,93.78
Female,57,No,0,0,10,None,Yes,2.84,No,No,,,,,,,,,,,One Year,Yes,Credit Card,19.8,198.25,0,0,28.4,226.65
Male,57,No,0,0,7,None,Yes,5.61,No,Yes,DSL,24,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,54.85,370.4,0,0,39.27,409.67
Male,63,Yes,0,1,68,Offer A,Yes,29.18,Yes,Yes,DSL,18,No,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,75.8,5293.95,0,90,1984.24,7368.19
Male,54,Yes,2,7,13,None,Yes,4.26,No,No,,,,,,,,,,,One Year,No,Credit Card,20,218.55,0,0,55.38,273.93
